ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date
5096,Livelihood improvement by Shashwat agroforestry plantation through carbon Finance in Maharashtra,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,India,"12,586",Asia,,01/07/2021,30/06/2041
5094,Energy Efficient Cookstove Project by Maniurja Climate Conserva,MANIURJA CLIMATE CONSERVA PRIVATE LIMITED,Energy demand,,VMR0006,Under validation,India,"28,120",Asia,,28/09/2023,27/09/2033
5095,Helios Energía Limpia project: Biogas production from industrial waste,HELIOS ENERGIA LIMPIA S.A.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.C.; AMS-III.D.; AMS-III.H.; AMS-III.AO.,Registration requested,Argentina,"15,926",Latin America,,29/06/2022,28/06/2029
5092,Zhiduo Sustainable Grassland Management Project,"Hangzhou Chaoteng Energy Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,VM0026,Under development,China,"110,185",,,05/05/2022,04/05/2062
5093,Pingnan MSW Incineration and Power Generation,"BEWG Environmental Protection Guangxi Pingnan Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Under validation,China,"111,570",Asia,,07/07/2022,06/07/2029
5091,Therm- Reducing Food Loss and Waste,Therm Solutions Inc.,Waste handling and disposal,,VM0046,Under validation,United States,"198,678",North America,,01/01/2022,31/12/2028
5090,Mount Kei Reforestation Project,Equatoria Forestry Company,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,Uganda,"32,234",Africa,,24/05/2023,23/05/2073
5087,KA'A PYAHU,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0007,Under validation,Brazil,"297,640",Latin America,,01/05/2021,30/04/2041
5089,A-Gas South Africa 1,"A-Gas South Africa (Pty), Ltd.",Fugitive emissions from production and consumption of halocarbons and sulphur hexafluoride,,VM0016,Registered,South Africa,"16,315",Africa,03/07/2025,16/05/2024,15/05/2034
5085,Tond Tenga,Tree Aid,Agriculture Forestry and Other Land Use,ARR,VM0047,Registered,Burkina Faso,"92,592",Africa,04/04/2025,31/07/2023,30/07/2063
5084,Gannan Improved Grassland Management Project,"Gannan Asset Investment Management Group Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,VM0026,Under validation,China,"272,468",Asia,,20/05/2021,19/05/2061
5082,Safe Water Supply in Zambia,Offset Financial Holdings LLC,Energy demand,,AMS-III.AV.,Verification approval requested,Zambia,"20,455",Africa,08/05/2025,31/10/2022,30/10/2029
5080,OME ECO IMPROVED COOK STOVES,OME ECO PTY LTD,Energy demand,,VMR0006,Under development,Philippines,"3,056,774",Asia,,01/07/2024,30/06/2031
5077,SEIKOPAI REDD+,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0007,Registration and verification approval requested,Peru,"219,500",Latin America,,16/06/2021,15/06/2061
5078,CTR Metropolitana Landfill Gas,ALAGOAS AMBIENTAL S/A,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Verification approval requested,Brazil,"93,308",Latin America,14/04/2025,10/08/2022,09/08/2029
5071,Mangrove afforestation and reforestation project in Cambodia,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR; REDD,VM0033,Under validation,Cambodia,"28,650",Asia,,01/07/2025,30/06/2045
5075,Liza Protect Forest,CARBON13 LTD,Agriculture Forestry and Other Land Use,ARR; REDD,VM0007,Under validation,Congo,"207,510",Africa,,01/10/2024,30/09/2044
5070,Alberto Dairy Worm Farm,"Alberto Dairy Worm Farm, LLC",Waste handling and disposal,,AMS-III.Y,Registration requested,United States,"29,100",North America,,20/10/2024,19/10/2031
5068,ARR REWILDING HUB IN GRAN CHACO ARGENTINA,Forest Defense AG,Agriculture Forestry and Other Land Use,ARR,VM0047,Registration requested,Argentina,"254,576",Latin America,,15/02/2024,14/02/2064
5069,Pepirí Carbon Project,Zebra Invest GmbH,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,Argentina,"48,938",Latin America,,01/01/2023,31/12/2062
5066,Water Purification System for Safe Drinking Water  (SDW) in Cambodia,Multiple Proponents,Energy demand,,AMS-III.AV.,Registration and verification approval requested,Cambodia,"3,574",Asia,,01/04/2023,31/03/2033
5067,Aeco Peatland Restoration Latvia #1,aeco GmbH,Agriculture Forestry and Other Land Use,WRC,VM0036,Withdrawn,Latvia,"4,000",Europe,,01/11/2024,31/10/2064
5063,Delta Blue Carbon 2,Blue Carbon Singapore Pte Limited,Agriculture Forestry and Other Land Use,ARR; WRC,VM0033,Under validation,Pakistan,"2,013,864",Asia,,14/08/2023,13/08/2083
5061,"Ganaderia y Bosques (GANBOS): Combining reforestation and rotational cattle grazing practices to restore degraded pastures in the provinces of Guanacaste, San Jose and Puntarenas in Costa Rica",Ganaderia y Bosques,Agriculture Forestry and Other Land Use,ALM; ARR,VM0042; VM0047,Under validation,Costa Rica,"131,931",Latin America,,01/05/2025,30/04/2065
5057,Xinghua Improved Agriculture Land Management Project,Chongqing Meicun Tech Co.Ltd.,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,China,"96,236",Asia,,01/06/2021,31/05/2041
5058,Sakahk Papakititamo (Forest Breathes),Climate Smart Solutions Canada Inc.,Agriculture Forestry and Other Land Use,IFM,VM0034,Under development,Canada,"254,979",North America,,01/01/2022,31/12/2061
5059,ARC Restaura Azuero,"Azuero Reforestacion Colectiva (ARC), S.A.",Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,Panama,"78,176",Latin America,,26/06/2023,25/06/2063
5056,15MW FLOATING SOLAR PV PROJECT IN HIMACHAL PRADESH,SJVN Green Energy Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under validation,India,"28,601",Asia,,14/09/2024,13/09/2031
5053,EASY BREATHE INDIA SMART COOKSTOVE PROGRAM,EVI Green Markets Pte. Ltd.,Energy demand,,VMR0006,Registered,India,"1,720",Asia,23/04/2025,29/05/2023,28/05/2030
5054,ETHIOPIA AGROFORESTRY PROJECT ON SMALL-SCALE COFFEE PARCELS,The PURE PROJECT SAS,Agriculture Forestry and Other Land Use,ARR,VM0047,Inactive,Ethiopia,"3,328",Africa,,04/04/2021,03/04/2051
5055,Açaí REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0007,Under development,Brazil,"248,050",Latin America,,22/02/2022,21/02/2062
5052,Tech-Bank Swine Manure Composting Project in Jiangsu Province,"Tech-Bank Food Co., Ltd.","Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.D.; AMS-III.F.,Registered,China,"41,050",,09/03/2025,01/11/2022,31/10/2032
5045,Nankang IMPROVED FOREST MANAGEMENT PROJECT,Multiple Proponents,Agriculture Forestry and Other Land Use,IFM,VM0010,Inactive,China,"16,428",Asia,,01/06/2022,31/05/2042
5046,Yangquan Guzhuang 8MW CMM Power Generation Project,Yangquan Zhonglian Energy Technology Co.,"Energy industries (renewable/non-renewable sources); Fugitive emissions from fuels (solid, oil and gas); Mining/mineral production",,ACM0008,Registered,China,"240,337",Asia,06/01/2025,28/10/2022,27/10/2032
5047,"EARTH MAA LLC- BAMBOO, CASHEWNUT AND MANGO PLANTATIONS FOR FARMERS ECONOMIC UPGRADE",EARTH MAA LLC,Agriculture Forestry and Other Land Use,ARR,VM0047,Registration and verification approval requested,India,"44,950",Asia,,10/06/2021,09/06/2041
5048,TİRYAKİ TURKIYE CARBON FARMING PROJECT,Multiple Proponents,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,Turkey,"25,000",Europe,,01/04/2025,31/03/2045
5049,Heilongjiang Zhaoyuan Improved Agricultural Land Management Project,"Zhaoyuan Qingyuan Agricultural Development Group Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,China,"131,510",Asia,,07/04/2021,06/04/2061
5050,Participatory Mangrove Restoration for Climate Action in Myanmar,Worldview International Foundation,Agriculture Forestry and Other Land Use,ARR; WRC,VM0033,Under validation,Myanmar,"196,274",Asia,,04/05/2023,03/05/2048
5040,Yixian MSW Incineration and Power Generation Project,Baoding Yixian Canvest Environmental Power Company Limited,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Registered,China,"113,892",Asia,21/02/2025,31/03/2023,30/03/2033
5042,East Africa Soil and Biodiversity improvement project,eAgronom Africa OÜ,Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,Rwanda,"163,620",Africa,,01/03/2023,28/02/2043
5043,BRAZILIAN REGENERATIVE AGRICULTURE FOR CERRADO’S CARBON CREDIT (BRA-3C),MyCarbon3,Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,Brazil,"237,224",Latin America,,01/01/2024,31/12/2043
5044,ARAGUAIA REDD+ BOCALON PROJECT,Nova-Agri Infra-Estrutura De Armazenagem E Escoamento Agricola S.A.A.,Agriculture Forestry and Other Land Use,REDD,VM0015,Under validation,Brazil,"33,567",Latin America,,01/07/2023,30/06/2043
5036,"Afforestation Project in Nantou, Taiwan","APh ePower Co., Ltd.",Agriculture Forestry and Other Land Use,ARR; IFM,VM0047,Under validation,Taiwan,156,Asia,,01/01/2025,31/12/2064
5037,Viet Nam Improved Cookstove Project by KCM – Improved Cookstove Project in Hoa Binh Province – CPA 001 - CER Conversion,Converted from other GHG program,Energy demand,,AMS-II.G.,Units Transferred from Approved GHG Program,Viet Nam,"44,888",Asia,,06/12/2018,05/12/2046
5038,Nigeria Community-based Forestry Project,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR; REDD,VM0047; VM0048,Under development,Nigeria,"127,294",Africa,,27/03/2024,26/03/2044
5034,90MW FLOATING SOLAR PV POWER PROJECT IN OMKARESHWAR,SJVN Green Energy Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registration requested,India,"162,822",Asia,,07/10/2024,06/10/2031
5035,Silk Grass Biochar Project,Silk Grass Farms. Ltd,Waste handling and disposal,,VM0044,Registration requested,Belize,"1,840",Latin America,,11/04/2024,10/04/2031
5032,Kupu-Kupu Project - Enhancing Livelihoods through Mangrove Restoration and Silvofishery in South Sulawesi,Vlinder Austria GmbH,Agriculture Forestry and Other Land Use,ARR; WRC,VM0033,Under development,Indonesia,"1,045,496",Asia,,17/02/2024,16/02/2064
5031,"Farm Forestry Initiatives for Promotion of Community Livelihoods and Climate Resilience in Odisha, India",Odisha Forestry Sector Development Society,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,India,"175,809",Asia,,01/07/2021,30/06/2041
5028,Cornerstone Technologies EV Charging Infrastructure Project,CORNERSTONE EV CHARGING SERVICE LIMITED,Energy industries (renewable/non-renewable sources); Transport,,VM0038,Under validation,Hong Kong,"1,399",Asia,,01/05/2022,30/04/2029
5029,Credo Renewables Improved Cookstove Project in Pakistan,Multiple Proponents,Energy demand,,VM0050,Registration requested,Pakistan,"3,421,395",Asia,,01/01/2026,31/12/2032
5030,SEA FOREST ENTERIC METHANE REDUCTION IN AUSTRALIA,Sea Forest Limited,"Livestock, enteric fermentation, and manure management",,VM0041,Registered,Australia,"1,217,128",Oceania,11/02/2026,08/02/2024,07/02/2031
5026,Guizhou Mayixi Yijing CMM Power Generation Project,"Guizhou Panjiang CBM Development&Utilization Co., Ltd.",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,"126,430",Asia,04/12/2024,17/07/2022,16/07/2032
5027,SPEKBOOM RESTORATION PROJECT BEKA EMVA IGWANISHE - ISIXHOSA,Imperative South Africa Projects Pty Ltd,Agriculture Forestry and Other Land Use,ARR,VM0047,Registration requested,South Africa,"1,089,531",Africa,,18/11/2024,17/11/2064
5023,Small Scale Solar Grouped Project in South Africa,Catalyst Incentive Solutions (Pty) Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under validation,South Africa,"5,613",Africa,,01/05/2022,30/04/2032
5024,Agri Beef Steam-Flaked Corn Project,Agri Beef Co.,"Livestock, enteric fermentation, and manure management",,VM0041,Under validation,United States,"15,358",North America,,08/03/2024,07/03/2031
5025,Guaranatuba REDD+ AUDD Grouped Project,Organica Consultoria LTDA,Agriculture Forestry and Other Land Use,REDD,VM0015,Under development,Brazil,"5,856",Latin America,,01/05/2021,30/04/2051
5022,Reduction of Enteric Methane Emissions using Feed Additives on Dairy Farms in the Netherlands,FrieslandCampina C.V.,"Livestock, enteric fermentation, and manure management",,VM0041,Registered,Netherlands,"631,036",Europe,13/01/2026,19/07/2022,18/07/2032
5018,Zhejiang Hengxin PET Recycling Project,"Zhejiang Hengxin Power Co.,Ltd.",Waste handling and disposal,,VMR0007,Registered,China,"55,396",Asia,01/05/2025,04/09/2023,03/09/2030
5019,IMPROVED CROPLAND MANAGEMENT PROJECT IN TANGHE,"Henan Huiyu Industrial Development Co., Ltd",Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,China,"253,568",Asia,,25/05/2021,24/05/2041
5015,Hengyang New Hope Swine Farm AWMS GHG Mitigation project,Multiple Proponents,"Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Registered,China,"67,289",,17/10/2025,01/01/2023,31/12/2032
5016,Longhai New Hope manure management project,Multiple Proponents,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Registered,China,"113,596",,27/03/2025,11/01/2023,10/01/2033
5017,Liquan New Hope Manure Management Project,Multiple Proponents,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Under validation,China,"59,941",,,01/08/2023,31/07/2033
5012,Heilongjiang Datong Improved Agricultural Land Management Project,"Daqing Datong District Urban Construction Investment and Development Co., Ltd. Agricultural Development Branch",Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,China,"123,249",Asia,,01/04/2021,31/03/2061
5014,Methane Recovery Project Finca Yalcobe,NaturAceites,Energy demand; Waste handling and disposal,,AMS-I.C.; AMS-III.H.,Rejected by Administrator,Guatemala,"56,214",Latin America,,04/05/2022,03/05/2029
5010,M/s. TATA COFFEE LIMITED (TCL) TREE PLANTATION CARBON PROJECT IN WESTERN GHATS,Ms. TATA COFFEE LIMITED,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,India,"52,464",Asia,,01/04/2021,31/03/2053
5011,Shanxi Xiyang CMM Power Generation Project,"Shanxi Xiyang Fenghui coal industry Co., Ltd. Power Plant",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,"813,242",Asia,17/02/2025,01/12/2022,30/11/2032
5006,Agroforestry in Brazilian Biomes,Belterra Agroflorestas,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,Brazil,"56,394",Latin America,,02/03/2021,01/03/2051
5001,Butuo County Grassland Sustainable Management Project,Liangshan Modern Agricultural Silicon Valley Investment and Development Group Co.,Agriculture Forestry and Other Land Use,ALM,VM0026,Under development,China,"1,425,760",Asia,,09/07/2021,08/07/2061
5003,Growing Forest Carbon Project,Growing Forestlands Inc. (Growing Forests),Agriculture Forestry and Other Land Use,IFM,VM0034,Registration and verification approval requested,Canada,834,North America,,01/10/2022,30/09/2052
5004,Taurus Energy Efficiency Consortium,"RENU Communities, LLC",Energy demand,,VM0008,Under validation,United States,333,North America,,01/07/2021,30/06/2031
5005,NGON Texas Beneficial Use of Waste Flare Gas Energy,"NGON Solutions, LLC",Energy industries (renewable/non-renewable sources); Manufacturing industries,,ACM0012; AMS-III.Q,Registration and verification approval requested,United States,"17,800",North America,,18/03/2022,17/03/2029
4997,OYU - Clean Cooking in Uganda,OYU Green Private Limited,Energy demand,,VMR0006,Registered,Uganda,"162,274",Africa,28/05/2025,01/01/2023,31/12/2029
4996,"AVOIDANCE OF METHANE EMISSION THROUGH VERMICOMPOST GENERATION IN THE TEA ESTATES OF AMALGAMATED PLANTATIONS PVT LTD (APPL), ASSAM AND NORTH BENGAL, INDIA",Amalgamated Plantations Private Limited,Waste handling and disposal,,AMS-III.D.; AMS-III.F.,Registered,India,"13,895",Asia,11/10/2025,21/02/2023,20/02/2033
4992,Yangjiang MSW incineration and power generation,"Yangjiang SUS Environmental Protection Co., Ltd",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Under development,China,"153,260",Asia,,17/01/2023,16/01/2030
4993,Águas da Mata Atlântica,"Pachama, Inc.",Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,Brazil,"53,240",Latin America,,28/10/2023,27/10/2063
